date	cases	recoveries	deaths
2020-05-30	963	169	31
2020-05-31	982	203	34
2020-06-01	995	215	34
2020-06-02	1019	224	34
2020-06-03	1029	226	35
2020-06-04	1056	248	35
2020-06-05	1074	265	38
2020-06-06	1104	297	42
2020-06-07	1129	344	42
2020-06-08	1158	391	42
2020-06-09	1188	402	42
2020-06-10	1229	450	46
2020-06-11	1271	505	46
2020-06-12	1304	543	47
2020-06-13	1326	557	48
2020-06-14	1396	618	55
2020-06-15	1448	651	57
2020-06-16	1498	670	57
2020-06-17	1541	682	61
2020-06-18	1596	708	64
2020-06-19	1680	739	66
2020-06-20	1721	748	67
2020-06-21	1779	752	69
2020-06-22	1839	769	72
2020-06-23	1855	816	72
2020-06-24	1869	830	75
2020-06-25	1893	906	78
2020-06-26	1907	921	80
2020-06-27	1950	937	81
2020-06-28	2000	954	81
2020-06-29	2023	1020	83
2020-06-30	2049	1025	90
2020-07-01	2078	1042	93
2020-07-02	2120	1085	101
2020-07-03	2156	1109	104
2020-07-04	2205	1120	104
2020-07-05	2255	1160	105
2020-07-06	2326	1182	106
2020-07-07	2356	1210	112
2020-07-08	2419	1220	113
2020-07-09	2475	1224	114
2020-07-10	2568	1239	119
2020-07-11	2604	1243	121
2020-07-12	2653	1277	124
2020-07-13	2703	1307	125
2020-07-14	2754	1326	129
2020-07-15	2784	1340	133
2020-07-16	2832	1361	133
2020-07-17	2899	1387	136
2020-07-18	2966	1391	138
2020-07-19	3054	1409	140
2020-07-20	3054	1409	140
2020-07-21	3112	1419	142
2020-07-22	3149	1472	144
2020-07-23	3165	1526	144
2020-07-24	3211	1581	149
2020-07-25	3228	1610	149
2020-07-27	3251	1644	153
2020-07-28	3275	1680	154
2020-07-30	3387	1757	162
2020-07-31	3417	1794	162
2020-08-02	3444	1857	163
2020-08-03	3455	1864	165
2020-08-04	3490	1890	169
2020-08-05	3553	1915	175
2020-08-06	3602	2009	179
2020-08-07	3623	2099	183
2020-08-09	3675	2170	185
2020-08-10	3713	2312	199
2020-08-11	3735	2371	201
2020-08-12	3778	2372	203
2020-08-14	3844	2527	205
2020-08-15	3844	2527	205
2020-08-16	3909	2598	206
2020-08-17	3910	2626	206
2020-08-18	3919	2641	207
2020-08-19	3964	2679	213
2020-08-20	3988	2692	216
2020-08-21	4037	2742	218
2020-08-22	4091	2761	223
2020-08-23	4125	2820	227
2020-08-24	4157	2905	228
2020-08-25	4202	2939	231
2020-08-26	4223	2956	233
2020-08-29	4361	3115	250
2020-08-30	4401	3131	250
2020-08-31	4454	3157	252
2020-09-01	4486	3222	254
2020-09-02	4520	3245	260
2020-09-03	4583	3282	262
2020-09-04	4618	3318	266
2020-09-05	4660	3331	275
2020-09-06	4660	3331	275
2020-09-07	4745	3408	281
2020-09-08	4786	3440	283
2020-09-10	4824	3467	288
2020-09-11	4824	3467	288
2020-09-12	5018	3601	297
2020-09-13	5051	3649	300
2020-09-14	5078	3748	305
2020-09-15	5118	3798	309
2020-09-16	5118	3798	309
2020-09-17	5233	3857	316
2020-09-18	5293	3885	320
2020-09-19	5331	3920	322
2020-09-20	5402	3934	323
2020-09-21	5449	3990	324
2020-09-22	5497	4047	325
2020-09-23	5607	4061	330
2020-09-24	5690	4093	331
2020-09-25	5734	4132	336
2020-09-26	5794	4153	337
2020-09-27	5876	4195	340
2020-09-28	5927	4246	342
2020-09-29	5985	4271	342
2020-09-30	6095	4357	348
2020-10-01	6095	4357	348
2020-10-02	6207	4508	354
2020-10-03	6277	4598	354
2020-10-04	6323	4663	356
2020-10-05	6346	4738	357
2020-10-06	6417	4742	362
2020-10-07	6531	4786	364
2020-10-08	6614	4937	367
2020-10-09	6677	5002	370
2020-10-10	6677	5002	370
2020-10-11	6776	5116	371
2020-10-12	6821	5169	375
2020-10-13	6887	5186	378
2020-10-14	6947	5242	384
2020-10-15	7005	5269	387
2020-10-16	7005	5269	387
2020-10-17	7104	5381	387
2020-10-18	7143	5437	391
2020-10-19	7182	5444	393
2020-10-20	7229	5491	395
2020-10-21	7328	5522	398
2020-10-22	7362	5602	399
2020-10-23	7435	5664	406
2020-10-24	7500	5704	407
2020-10-25	7522	5885	407
2020-10-26	7538	6015	409
2020-10-27	7581	6075	410
2020-10-28	7667	6113	410
2020-10-29	7744	6251	412
2020-10-30	7787	6283	412
2020-10-31	7849	6319	413
2020-11-01	7903	6385	423
2020-11-02	7921	6394	428
2020-11-03	7921	6394	428
2020-11-04	7921	6394	428
2020-11-05	7921	6394	428
2020-11-06	7921	6394	428
2020-11-07	7921	6394	428
2020-11-08	7921	6394	428
2020-11-10	8309	6754	448
2020-11-10	8309	6754	448
2020-11-11	8462	6903	457
2020-11-12	8462	6903	457
2020-11-13	8534	6954	461
